Timestamp, P1rms (A), P2rms (A), P3rms (A), P4rms (A), P5rms (A), Vrms (V), P1 theta, P2 theta, P3 theta, P4 theta, P5 theta
Mon Sep 30 00:00:42 2013, 33, 32, 485, 468, 477, 48, 7, 5, 0, 0, 54
Mon Sep 30 00:00:43 2013, 36, 40, 486, 470, 479, 48, 2, 3, 0, 0, 54
Mon Sep 30 00:00:00 2013, 37, 34, 487, 469, 480, 49, 2, 3, 0, 0, 56
Mon Sep 30 00:00:01 2013, 37, 37, 491, 466, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 31, 33, 484, 466, 476, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 30, 30, 486, 466, 477, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 40, 36, 484, 467, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 38, 38, 490, 471, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 37, 40, 488, 468, 480, 49, 3, 3, 0, 0, 56
Mon Sep 30 00:00:07 2013, 34, 32, 479, 466, 475, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 32, 32, 486, 462, 475, 49, 4, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 32, 32, 484, 465, 478, 49, 2, 4, 0, 0, 54
Mon Sep 30 00:00:10 2013, 35, 37, 483, 470, 477, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 35, 34, 488, 470, 479, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 38, 37, 488, 468, 481, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:13 2013, 32, 32, 482, 464, 473, 49, 4, 3, 0, 0, 54
Mon Sep 30 00:00:14 2013, 33, 31, 483, 466, 476, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 34, 37, 485, 471, 474, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 38, 36, 487, 470, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 38, 37, 488, 469, 477, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 30, 31, 487, 466, 473, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:19 2013, 32, 32, 480, 466, 477, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 30, 33, 487, 464, 473, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:21 2013, 36, 38, 486, 471, 480, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:22 2013, 36, 38, 489, 467, 477, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 38, 37, 489, 468, 477, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 32, 32, 487, 463, 479, 49, 5, 3, 0, 0, 54
Mon Sep 30 00:00:25 2013, 30, 30, 488, 468, 471, 49, 1, 2, 0, 0, 52
Mon Sep 30 00:00:26 2013, 35, 39, 487, 466, 474, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:27 2013, 35, 37, 488, 468, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 37, 37, 489, 469, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 32, 33, 484, 463, 473, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 31, 33, 482, 465, 475, 49, 5, 5, 0, 0, 54
Mon Sep 30 00:00:31 2013, 31, 30, 482, 463, 478, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:32 2013, 34, 39, 486, 467, 480, 49, 1, 3, 0, 0, 56
Mon Sep 30 00:00:33 2013, 37, 38, 490, 467, 481, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:34 2013, 36, 39, 488, 469, 478, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 30, 31, 482, 461, 472, 49, 5, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 32, 30, 482, 470, 471, 49, 3, 3, 0, 0, 52
Mon Sep 30 00:00:37 2013, 39, 36, 486, 467, 470, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:38 2013, 34, 36, 491, 468, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 34, 35, 491, 467, 481, 49, 1, 3, 0, 0, 56
Mon Sep 30 00:00:40 2013, 30, 33, 482, 463, 477, 49, 1, 6, 0, 0, 54
Mon Sep 30 00:00:41 2013, 31, 32, 482, 461, 479, 49, 1, 4, 0, 0, 54
Mon Sep 30 00:00:42 2013, 32, 32, 484, 464, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 34, 37, 487, 472, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 37, 36, 489, 467, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 33, 34, 487, 471, 481, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:02 2013, 32, 32, 483, 469, 477, 49, 4, 4, 0, 0, 54
Mon Sep 30 00:00:03 2013, 32, 31, 486, 468, 476, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:04 2013, 34, 37, 486, 468, 478, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:05 2013, 39, 37, 488, 469, 481, 49, 1, 2, 0, 0, 56
Mon Sep 30 00:00:06 2013, 36, 39, 488, 469, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 33, 33, 479, 461, 479, 49, 4, 4, 0, 0, 54
Mon Sep 30 00:00:08 2013, 32, 31, 488, 467, 471, 49, 3, 2, 0, 0, 52
Mon Sep 30 00:00:09 2013, 32, 31, 484, 468, 478, 49, 3, 3, 0, 0, 54
Mon Sep 30 00:00:10 2013, 34, 37, 486, 470, 475, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 38, 36, 489, 470, 479, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:12 2013, 37, 38, 490, 468, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 32, 30, 488, 468, 475, 49, 3, 4, 0, 0, 54
Mon Sep 30 00:00:14 2013, 31, 31, 488, 464, 478, 49, 4, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 35, 39, 487, 465, 481, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:16 2013, 36, 38, 487, 468, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 38, 36, 489, 467, 477, 49, 1, 9, 0, 0, 54
Mon Sep 30 00:00:18 2013, 33, 32, 487, 466, 473, 49, 4, 2, 0, 0, 54
Mon Sep 30 00:00:19 2013, 32, 31, 490, 465, 477, 49, 4, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 32, 32, 486, 465, 479, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:21 2013, 37, 36, 487, 471, 479, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:22 2013, 37, 36, 490, 468, 480, 49, 1, 2, 0, 0, 56
Mon Sep 30 00:00:23 2013, 38, 36, 490, 467, 476, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 33, 31, 487, 464, 475, 49, 3, 4, 0, 0, 54
Mon Sep 30 00:00:25 2013, 33, 34, 483, 467, 479, 49, 1, 4, 0, 0, 54
Mon Sep 30 00:00:26 2013, 35, 37, 492, 466, 480, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:27 2013, 38, 36, 486, 470, 481, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:28 2013, 39, 35, 489, 469, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 32, 31, 486, 466, 479, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:30 2013, 32, 31, 483, 467, 475, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 32, 33, 482, 470, 474, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:32 2013, 35, 38, 486, 469, 475, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 37, 486, 469, 477, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 37, 37, 491, 472, 482, 49, 4, 2, 0, 0, 56
Mon Sep 30 00:00:35 2013, 30, 32, 484, 470, 477, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 31, 32, 484, 462, 481, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:37 2013, 38, 36, 486, 465, 473, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:38 2013, 34, 33, 488, 469, 481, 49, 1, 7, 0, 0, 56
Mon Sep 30 00:00:39 2013, 35, 32, 490, 470, 479, 49, 2, 6, 0, 0, 54
Mon Sep 30 00:00:40 2013, 33, 33, 483, 466, 473, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 32, 32, 486, 466, 474, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:42 2013, 31, 33, 484, 472, 474, 49, 4, 4, 0, 0, 54
Mon Sep 30 00:00:43 2013, 34, 38, 487, 465, 476, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:00 2013, 34, 34, 489, 469, 479, 48, 2, 4, 0, 0, 54
Mon Sep 30 00:00:01 2013, 32, 32, 490, 468, 482, 48, 1, 2, 0, 0, 56
Mon Sep 30 00:00:02 2013, 34, 33, 489, 469, 481, 48, 3, 3, 0, 0, 56
Mon Sep 30 00:00:03 2013, 31, 33, 485, 463, 478, 48, 1, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 34, 38, 486, 466, 475, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 37, 39, 490, 469, 478, 48, 1, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 34, 32, 487, 471, 483, 48, 2, 6, 0, 0, 56
Mon Sep 30 00:00:07 2013, 32, 33, 486, 467, 476, 48, 3, 3, 0, 0, 54
Mon Sep 30 00:00:08 2013, 32, 32, 484, 467, 478, 48, 3, 3, 0, 0, 54
Mon Sep 30 00:00:09 2013, 31, 31, 487, 462, 475, 48, 1, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 34, 36, 489, 468, 478, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 34, 35, 489, 468, 482, 48, 2, 2, 0, 0, 56
Mon Sep 30 00:00:12 2013, 34, 33, 488, 469, 482, 48, 3, 3, 0, 0, 56
Mon Sep 30 00:00:13 2013, 32, 32, 486, 466, 473, 48, 1, 3, 0, 0, 54
Mon Sep 30 00:00:14 2013, 33, 32, 490, 470, 482, 48, 3, 4, 0, 0, 56
Mon Sep 30 00:00:15 2013, 35, 39, 489, 469, 476, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 35, 34, 490, 471, 479, 48, 1, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 38, 37, 489, 465, 479, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 32, 31, 487, 466, 478, 48, 2, 3, 0, 0, 54
Mon Sep 30 00:00:19 2013, 34, 31, 481, 461, 477, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 33, 34, 483, 464, 478, 48, 4, 4, 0, 0, 54
Mon Sep 30 00:00:21 2013, 36, 36, 487, 464, 475, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 35, 34, 487, 467, 482, 48, 2, 6, 0, 0, 56
Mon Sep 30 00:00:23 2013, 36, 35, 488, 469, 479, 48, 1, 6, 0, 0, 54
Mon Sep 30 00:00:24 2013, 32, 33, 487, 465, 479, 48, 4, 4, 0, 0, 54
Mon Sep 30 00:00:25 2013, 31, 31, 482, 467, 470, 48, 1, 5, 0, 0, 52
Mon Sep 30 00:00:26 2013, 33, 39, 486, 468, 480, 48, 2, 2, 0, 0, 56
Mon Sep 30 00:00:27 2013, 33, 34, 488, 466, 480, 48, 1, 2, 0, 0, 56
Mon Sep 30 00:00:28 2013, 37, 39, 489, 469, 479, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 33, 33, 487, 463, 476, 48, 4, 4, 0, 0, 54
Mon Sep 30 00:00:30 2013, 32, 32, 482, 463, 478, 48, 4, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 35, 33, 482, 465, 478, 48, 4, 3, 0, 0, 54
Mon Sep 30 00:00:32 2013, 36, 39, 484, 463, 480, 48, 1, 3, 0, 0, 56
Mon Sep 30 00:00:33 2013, 34, 33, 488, 469, 479, 48, 7, 7, 0, 0, 54
Mon Sep 30 00:00:34 2013, 32, 33, 488, 470, 481, 48, 2, 5, 0, 0, 56
Mon Sep 30 00:00:35 2013, 33, 32, 486, 467, 475, 48, 4, 4, 0, 0, 54
Mon Sep 30 00:00:36 2013, 35, 34, 487, 466, 471, 48, 4, 4, 0, 0, 52
Mon Sep 30 00:00:37 2013, 34, 37, 489, 473, 476, 48, 1, 3, 0, 0, 54
Mon Sep 30 00:00:38 2013, 35, 33, 491, 466, 476, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 38, 35, 490, 468, 480, 48, 2, 6, 0, 0, 56
Mon Sep 30 00:00:40 2013, 32, 32, 482, 467, 481, 48, 4, 2, 0, 0, 56
Mon Sep 30 00:00:41 2013, 31, 33, 484, 465, 480, 48, 4, 4, 0, 0, 56
Mon Sep 30 00:00:42 2013, 33, 31, 486, 461, 471, 48, 4, 4, 0, 0, 52
Mon Sep 30 00:00:43 2013, 36, 38, 486, 465, 472, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 36, 33, 490, 470, 480, 49, 1, 2, 0, 0, 56
Mon Sep 30 00:00:01 2013, 34, 38, 489, 469, 480, 49, 1, 4, 0, 0, 56
Mon Sep 30 00:00:02 2013, 30, 32, 489, 463, 473, 49, 4, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 31, 32, 483, 468, 477, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 35, 37, 486, 465, 476, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 33, 34, 488, 470, 480, 49, 7, 7, 0, 0, 56
Mon Sep 30 00:00:06 2013, 36, 34, 487, 467, 480, 49, 2, 3, 0, 0, 56
Mon Sep 30 00:00:07 2013, 33, 32, 482, 467, 471, 49, 4, 2, 0, 0, 52
Mon Sep 30 00:00:08 2013, 32, 33, 486, 466, 479, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 33, 30, 488, 467, 480, 49, 1, 2, 0, 0, 56
Mon Sep 30 00:00:10 2013, 33, 36, 486, 465, 482, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:11 2013, 33, 34, 486, 468, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 39, 36, 491, 469, 479, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 33, 31, 485, 466, 472, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 32, 31, 486, 463, 475, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:15 2013, 34, 39, 490, 464, 479, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 31, 31, 490, 468, 480, 49, 7, 6, 0, 0, 56
Mon Sep 30 00:00:17 2013, 33, 35, 489, 467, 479, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:18 2013, 33, 34, 486, 463, 475, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:19 2013, 32, 34, 487, 463, 478, 49, 3, 3, 0, 0, 54
Mon Sep 30 00:00:20 2013, 33, 33, 485, 468, 475, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:21 2013, 34, 37, 489, 464, 475, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 34, 34, 489, 470, 478, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 37, 37, 490, 469, 482, 49, 1, 2, 0, 0, 56
Mon Sep 30 00:00:24 2013, 31, 33, 485, 463, 478, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:25 2013, 33, 34, 481, 465, 480, 49, 2, 10, 0, 0, 56
Mon Sep 30 00:00:26 2013, 34, 38, 486, 467, 476, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 34, 33, 486, 469, 479, 49, 7, 7, 0, 0, 54
Mon Sep 30 00:00:28 2013, 37, 38, 489, 470, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 33, 32, 484, 466, 475, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 32, 32, 485, 469, 476, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:31 2013, 31, 32, 486, 462, 476, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 34, 37, 484, 471, 481, 49, 2, 3, 0, 0, 56
Mon Sep 30 00:00:33 2013, 37, 36, 489, 470, 480, 49, 1, 2, 0, 0, 56
Mon Sep 30 00:00:34 2013, 34, 37, 490, 469, 481, 49, 2, 4, 0, 0, 56
Mon Sep 30 00:00:35 2013, 31, 33, 482, 463, 475, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:36 2013, 32, 32, 488, 462, 473, 49, 3, 3, 0, 0, 54
Mon Sep 30 00:00:37 2013, 34, 39, 491, 467, 470, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:38 2013, 33, 35, 487, 469, 480, 49, 7, 7, 0, 0, 56
Mon Sep 30 00:00:39 2013, 36, 36, 487, 466, 480, 49, 1, 7, 0, 0, 56
Mon Sep 30 00:00:40 2013, 34, 31, 483, 464, 473, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 32, 31, 485, 464, 477, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:42 2013, 32, 33, 483, 462, 475, 49, 3, 4, 0, 0, 54
Mon Sep 30 00:00:43 2013, 35, 38, 486, 461, 479, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:00 2013, 39, 39, 488, 466, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 38, 35, 490, 471, 481, 49, 2, 3, 0, 0, 56
Mon Sep 30 00:00:02 2013, 32, 31, 474, 462, 477, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 32, 31, 486, 465, 472, 49, 3, 3, 0, 0, 54
Mon Sep 30 00:00:04 2013, 35, 37, 484, 468, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 39, 37, 487, 466, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 38, 39, 487, 470, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 32, 33, 482, 468, 471, 49, 3, 3, 0, 0, 52
Mon Sep 30 00:00:08 2013, 32, 31, 480, 469, 477, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 33, 31, 487, 463, 481, 49, 1, 3, 0, 0, 56
Mon Sep 30 00:00:10 2013, 34, 38, 485, 463, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 39, 35, 488, 469, 480, 49, 1, 2, 0, 0, 56
Mon Sep 30 00:00:12 2013, 37, 39, 486, 471, 479, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 31, 32, 485, 462, 469, 49, 1, 4, 0, 0, 52
Mon Sep 30 00:00:14 2013, 32, 31, 483, 465, 476, 49, 3, 3, 0, 0, 54
Mon Sep 30 00:00:15 2013, 34, 37, 486, 462, 472, 49, 3, 3, 0, 0, 54
Mon Sep 30 00:00:16 2013, 36, 36, 489, 470, 480, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:17 2013, 36, 35, 490, 470, 482, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:18 2013, 32, 31, 490, 465, 473, 49, 4, 4, 0, 0, 54
Mon Sep 30 00:00:19 2013, 30, 32, 486, 466, 477, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 30, 32, 490, 462, 473, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 34, 36, 486, 470, 480, 49, 1, 2, 0, 0, 56
Mon Sep 30 00:00:22 2013, 34, 37, 486, 470, 479, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 37, 39, 485, 471, 477, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 31, 33, 482, 471, 473, 49, 1, 4, 0, 0, 54
Mon Sep 30 00:00:25 2013, 33, 32, 487, 470, 474, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 36, 38, 488, 465, 476, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 38, 38, 490, 468, 482, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:28 2013, 37, 37, 489, 469, 479, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:29 2013, 33, 32, 482, 464, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 33, 31, 484, 462, 479, 49, 3, 3, 0, 0, 54
Mon Sep 30 00:00:31 2013, 32, 30, 488, 471, 477, 49, 2, 3, 0, 0, 54
Mon Sep 30 00:00:32 2013, 34, 38, 486, 465, 476, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 38, 488, 469, 480, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:34 2013, 36, 36, 488, 468, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 32, 30, 489, 457, 469, 49, 1, 4, 0, 0, 52
Mon Sep 30 00:00:36 2013, 32, 32, 485, 467, 473, 49, 3, 3, 0, 0, 54
Mon Sep 30 00:00:37 2013, 35, 37, 488, 463, 478, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 39, 38, 489, 470, 478, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 37, 39, 486, 467, 480, 49, 2, 2, 0, 0, 56
Mon Sep 30 00:00:40 2013, 32, 30, 482, 467, 482, 49, 4, 2, 0, 0, 56
Mon Sep 30 00:00:41 2013, 31, 32, 485, 468, 475, 49, 1, 3, 0, 0, 54
Mon Sep 30 00:00:42 2013, 33, 31, 485, 467, 478, 49, 1, 4, 0, 0, 54
Mon Sep 30 00:00:43 2013, 33, 37, 486, 469, 477, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 38, 36, 491, 470, 477, 48, 3, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 38, 37, 488, 468, 483, 48, 3, 2, 0, 0, 56
Mon Sep 30 00:00:02 2013, 32, 32, 492, 468, 474, 48, 4, 4, 0, 0, 54
Mon Sep 30 00:00:03 2013, 32, 31, 487, 461, 481, 48, 1, 2, 0, 0, 56
Mon Sep 30 00:00:04 2013, 34, 38, 486, 462, 480, 48, 3, 2, 0, 0, 56
Mon Sep 30 00:00:05 2013, 39, 38, 487, 468, 482, 48, 2, 2, 0, 0, 56
Mon Sep 30 00:00:06 2013, 38, 37, 491, 465, 480, 48, 3, 2, 0, 0, 56
Mon Sep 30 00:00:07 2013, 34, 33, 486, 466, 473, 48, 3, 3, 0, 0, 54
Mon Sep 30 00:00:08 2013, 32, 33, 484, 470, 478, 48, 3, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 32, 32, 477, 467, 473, 48, 4, 4, 0, 0, 54
Mon Sep 30 00:00:10 2013, 35, 40, 491, 468, 479, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 37, 38, 488, 469, 478, 48, 3, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 37, 38, 489, 466, 479, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 30, 33, 484, 463, 481, 48, 4, 5, 0, 0, 56
Mon Sep 30 00:00:14 2013, 32, 31, 480, 462, 479, 48, 4, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 33, 37, 486, 467, 473, 48, 2, 3, 0, 0, 54
Mon Sep 30 00:00:16 2013, 36, 37, 487, 470, 480, 48, 2, 2, 0, 0, 56
Mon Sep 30 00:00:17 2013, 38, 39, 488, 469, 484, 48, 2, 3, 0, 0, 56
Mon Sep 30 00:00:18 2013, 30, 33, 486, 467, 478, 48, 2, 5, 0, 0, 54
Mon Sep 30 00:00:19 2013, 32, 31, 481, 464, 479, 48, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 31, 32, 487, 457, 478, 48, 3, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 39, 33, 486, 464, 479, 48, 8, 3, 0, 0, 54
Mon Sep 30 00:00:22 2013, 36, 39, 490, 471, 480, 48, 3, 3, 0, 0, 56
Mon Sep 30 00:00:23 2013, 37, 38, 488, 469, 481, 48, 2, 2, 0, 0, 56
Mon Sep 30 00:00:24 2013, 33, 31, 486, 465, 475, 48, 3, 3, 0, 0, 54
Mon Sep 30 00:00:25 2013, 30, 30, 483, 460, 471, 48, 3, 3, 0, 0, 52
Mon Sep 30 00:00:26 2013, 35, 38, 488, 472, 477, 48, 3, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 30, 34, 490, 468, 479, 48, 7, 3, 0, 0, 54
Mon Sep 30 00:00:28 2013, 38, 36, 489, 469, 480, 48, 1, 3, 0, 0, 56
Mon Sep 30 00:00:29 2013, 32, 33, 483, 466, 467, 48, 4, 4, 0, 0, 52
Mon Sep 30 00:00:30 2013, 32, 31, 485, 463, 476, 48, 3, 3, 0, 0, 54
Mon Sep 30 00:00:31 2013, 32, 32, 482, 468, 477, 48, 1, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 36, 39, 485, 467, 479, 48, 2, 3, 0, 0, 54
Mon Sep 30 00:00:33 2013, 31, 34, 488, 469, 478, 48, 4, 3, 0, 0, 54
Mon Sep 30 00:00:34 2013, 35, 31, 486, 469, 479, 48, 1, 3, 0, 0, 54
Mon Sep 30 00:00:35 2013, 33, 33, 481, 462, 479, 48, 3, 3, 0, 0, 54
Mon Sep 30 00:00:36 2013, 34, 32, 490, 469, 476, 48, 1, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 33, 37, 485, 464, 481, 48, 1, 2, 0, 0, 56
Mon Sep 30 00:00:38 2013, 31, 33, 489, 468, 482, 48, 2, 2, 0, 0, 56
Mon Sep 30 00:00:39 2013, 36, 33, 489, 470, 477, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 33, 34, 481, 462, 477, 48, 1, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 32, 32, 485, 468, 475, 48, 3, 6, 0, 0, 54
Mon Sep 30 00:00:42 2013, 34, 34, 481, 463, 474, 48, 1, 3, 0, 0, 54
Mon Sep 30 00:00:43 2013, 35, 36, 485, 468, 477, 48, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 33, 32, 486, 470, 483, 48, 6, 6, 0, 0, 56
Mon Sep 30 00:00:01 2013, 39, 34, 489, 468, 480, 48, 1, 2, 0, 0, 56
Mon Sep 30 00:00:02 2013, 32, 33, 487, 468, 478, 48, 1, 3, 0, 0, 54
Mon Sep 30 00:00:03 2013, 35, 34, 478, 467, 473, 48, 3, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 36, 39, 485, 465, 477, 48, 2, 3, 0, 0, 54
Mon Sep 30 00:00:05 2013, 34, 32, 489, 469, 478, 48, 1, 6, 0, 0, 54
