Timestamp, P1rms (A), P2rms (A), P3rms (A), P4rms (A), P5rms (A), Vrms (V), P1 theta, P2 theta, P3 theta, P4 theta, P5 theta
Mon Sep 30 00:00:03 2013, 36, 36, 475, 457, 473, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 34, 39, 480, 453, 463, 49, 2, 2, 0, 0, 50
Mon Sep 30 00:00:05 2013, 38, 37, 479, 460, 470, 49, 1, 2, 0, 0, 52
Mon Sep 30 00:00:06 2013, 36, 36, 482, 458, 469, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:07 2013, 37, 30, 468, 445, 461, 49, 3, 2, 0, 0, 50
Mon Sep 30 00:00:08 2013, 36, 34, 479, 457, 465, 49, 1, 3, 0, 0, 52
Mon Sep 30 00:00:09 2013, 35, 37, 481, 453, 467, 49, 7, 7, 0, 0, 52
Mon Sep 30 00:00:10 2013, 33, 40, 480, 460, 467, 49, 1, 2, 0, 0, 52
Mon Sep 30 00:00:11 2013, 36, 35, 483, 464, 467, 49, 1, 3, 0, 0, 52
Mon Sep 30 00:00:12 2013, 37, 37, 478, 460, 468, 49, 1, 2, 0, 0, 52
Mon Sep 30 00:00:13 2013, 33, 35, 476, 459, 461, 49, 9, 2, 0, 0, 50
Mon Sep 30 00:00:14 2013, 36, 32, 474, 454, 472, 49, 4, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 34, 39, 475, 462, 470, 49, 3, 2, 0, 0, 52
Mon Sep 30 00:00:16 2013, 35, 38, 481, 459, 470, 49, 1, 2, 0, 0, 52
Mon Sep 30 00:00:17 2013, 38, 37, 481, 456, 469, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:18 2013, 34, 34, 477, 452, 467, 49, 1, 9, 0, 0, 52
Mon Sep 30 00:00:19 2013, 36, 33, 477, 457, 465, 49, 10, 2, 0, 0, 52
Mon Sep 30 00:00:20 2013, 34, 35, 476, 455, 467, 49, 1, 9, 0, 0, 52
Mon Sep 30 00:00:21 2013, 38, 38, 481, 456, 473, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 37, 36, 479, 459, 471, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:23 2013, 35, 37, 481, 461, 471, 49, 1, 2, 0, 0, 52
Mon Sep 30 00:00:24 2013, 35, 36, 473, 456, 466, 49, 1, 10, 0, 0, 52
Mon Sep 30 00:00:25 2013, 36, 35, 479, 457, 463, 49, 10, 7, 0, 0, 50
Mon Sep 30 00:00:26 2013, 38, 36, 481, 460, 464, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:27 2013, 39, 38, 482, 460, 470, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:28 2013, 35, 37, 483, 460, 475, 49, 3, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 36, 32, 483, 465, 473, 49, 1, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 36, 36, 478, 458, 467, 49, 7, 6, 0, 0, 52
Mon Sep 30 00:00:31 2013, 37, 35, 479, 449, 462, 49, 7, 2, 0, 0, 50
Mon Sep 30 00:00:32 2013, 34, 35, 479, 459, 471, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:33 2013, 38, 38, 484, 454, 469, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:34 2013, 37, 37, 481, 460, 469, 49, 1, 2, 0, 0, 52
Mon Sep 30 00:00:35 2013, 34, 34, 478, 459, 466, 49, 10, 10, 0, 0, 52
Mon Sep 30 00:00:36 2013, 35, 34, 476, 451, 469, 49, 11, 2, 0, 0, 52
Mon Sep 30 00:00:37 2013, 36, 37, 478, 459, 464, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:38 2013, 35, 36, 482, 465, 472, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 38, 35, 481, 462, 473, 49, 2, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 36, 36, 468, 456, 466, 49, 1, 9, 0, 0, 52
Mon Sep 30 00:00:41 2013, 36, 36, 484, 453, 465, 49, 5, 2, 0, 0, 52
Mon Sep 30 00:00:42 2013, 36, 35, 477, 457, 468, 49, 1, 2, 0, 0, 52
Mon Sep 30 00:00:43 2013, 34, 38, 480, 456, 469, 49, 2, 2, 0, 0, 52
Mon Sep 30 00:00:00 2013, 38, 37, 483, 461, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 37, 34, 480, 465, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 35, 36, 485, 451, 464, 50, 5, 2, 0, 0, 52
Mon Sep 30 00:00:03 2013, 38, 35, 474, 460, 468, 50, 10, 2, 0, 0, 52
Mon Sep 30 00:00:04 2013, 32, 37, 479, 461, 475, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:05 2013, 38, 37, 483, 465, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 37, 38, 487, 463, 474, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:07 2013, 37, 33, 479, 462, 469, 50, 9, 10, 0, 0, 52
Mon Sep 30 00:00:08 2013, 34, 35, 482, 457, 469, 50, 6, 2, 0, 0, 52
Mon Sep 30 00:00:09 2013, 35, 35, 479, 458, 469, 50, 1, 10, 0, 0, 52
Mon Sep 30 00:00:10 2013, 36, 38, 481, 459, 465, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:11 2013, 37, 38, 483, 463, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 38, 38, 484, 463, 470, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:13 2013, 34, 35, 479, 456, 466, 50, 10, 2, 0, 0, 52
Mon Sep 30 00:00:14 2013, 36, 36, 480, 459, 471, 50, 2, 4, 0, 0, 52
Mon Sep 30 00:00:15 2013, 35, 38, 482, 457, 467, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:16 2013, 37, 37, 486, 462, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 39, 36, 483, 462, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 37, 34, 480, 462, 468, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:19 2013, 35, 36, 475, 449, 472, 50, 2, 7, 0, 0, 54
Mon Sep 30 00:00:20 2013, 36, 35, 480, 456, 465, 50, 11, 7, 0, 0, 52
Mon Sep 30 00:00:21 2013, 37, 35, 483, 459, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:22 2013, 38, 37, 484, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 37, 39, 484, 466, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 36, 36, 475, 461, 468, 50, 10, 2, 0, 0, 52
Mon Sep 30 00:00:25 2013, 35, 33, 476, 458, 470, 50, 11, 9, 0, 0, 52
Mon Sep 30 00:00:26 2013, 35, 38, 481, 462, 477, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 36, 36, 486, 461, 465, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:28 2013, 38, 34, 483, 461, 470, 50, 1, 3, 0, 0, 52
Mon Sep 30 00:00:29 2013, 35, 35, 478, 454, 465, 50, 9, 9, 0, 0, 52
Mon Sep 30 00:00:30 2013, 35, 36, 481, 457, 466, 50, 7, 6, 0, 0, 52
Mon Sep 30 00:00:31 2013, 34, 35, 480, 455, 468, 50, 1, 5, 0, 0, 52
Mon Sep 30 00:00:32 2013, 36, 38, 481, 461, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 36, 38, 485, 464, 472, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 37, 38, 479, 464, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 37, 37, 478, 462, 469, 50, 7, 7, 0, 0, 52
Mon Sep 30 00:00:36 2013, 34, 36, 479, 459, 468, 50, 4, 2, 0, 0, 52
Mon Sep 30 00:00:37 2013, 37, 37, 481, 459, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 39, 34, 484, 460, 471, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:39 2013, 36, 39, 481, 463, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 34, 33, 483, 455, 468, 50, 11, 9, 0, 0, 52
Mon Sep 30 00:00:41 2013, 35, 35, 479, 458, 471, 50, 1, 7, 0, 0, 52
Mon Sep 30 00:00:42 2013, 34, 34, 480, 458, 468, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:43 2013, 40, 37, 484, 460, 464, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:00 2013, 37, 36, 485, 465, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 39, 36, 481, 461, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 35, 34, 480, 459, 468, 50, 6, 2, 0, 0, 52
Mon Sep 30 00:00:03 2013, 34, 34, 479, 460, 468, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:04 2013, 33, 37, 481, 462, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 38, 36, 483, 462, 469, 50, 3, 2, 0, 0, 52
Mon Sep 30 00:00:06 2013, 37, 36, 486, 467, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 32, 35, 483, 461, 475, 50, 1, 10, 0, 0, 54
Mon Sep 30 00:00:08 2013, 34, 33, 481, 458, 470, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:09 2013, 34, 34, 478, 460, 470, 50, 1, 10, 0, 0, 52
Mon Sep 30 00:00:10 2013, 35, 38, 480, 458, 469, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:11 2013, 36, 38, 481, 465, 472, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 38, 37, 480, 462, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:13 2013, 33, 35, 483, 458, 465, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:14 2013, 33, 35, 483, 457, 468, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:15 2013, 35, 37, 481, 457, 462, 50, 3, 3, 0, 0, 50
Mon Sep 30 00:00:16 2013, 38, 39, 484, 461, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 38, 35, 482, 468, 471, 50, 3, 2, 0, 0, 52
Mon Sep 30 00:00:18 2013, 34, 34, 485, 456, 464, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:19 2013, 36, 36, 479, 460, 467, 50, 6, 2, 0, 0, 52
Mon Sep 30 00:00:20 2013, 34, 33, 479, 457, 468, 50, 4, 2, 0, 0, 52
Mon Sep 30 00:00:21 2013, 37, 39, 482, 457, 469, 50, 5, 3, 0, 0, 52
Mon Sep 30 00:00:22 2013, 36, 35, 482, 466, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 38, 35, 484, 461, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 36, 35, 481, 459, 466, 50, 7, 8, 0, 0, 52
Mon Sep 30 00:00:25 2013, 36, 35, 478, 458, 470, 50, 7, 8, 0, 0, 52
Mon Sep 30 00:00:26 2013, 37, 38, 483, 465, 463, 50, 2, 2, 0, 0, 50
Mon Sep 30 00:00:27 2013, 38, 37, 478, 460, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 37, 37, 483, 460, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 34, 35, 479, 460, 469, 50, 1, 4, 0, 0, 52
Mon Sep 30 00:00:30 2013, 37, 37, 482, 459, 469, 50, 5, 6, 0, 0, 52
Mon Sep 30 00:00:31 2013, 34, 37, 480, 458, 469, 50, 8, 11, 0, 0, 52
Mon Sep 30 00:00:32 2013, 37, 38, 482, 462, 467, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:33 2013, 37, 39, 481, 465, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 37, 37, 483, 461, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:35 2013, 35, 34, 481, 457, 472, 50, 7, 12, 0, 0, 54
Mon Sep 30 00:00:36 2013, 36, 34, 481, 458, 470, 50, 4, 5, 0, 0, 52
Mon Sep 30 00:00:37 2013, 33, 36, 482, 464, 468, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:38 2013, 37, 36, 483, 462, 473, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:39 2013, 35, 39, 482, 467, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 36, 34, 474, 461, 467, 50, 7, 10, 0, 0, 52
Mon Sep 30 00:00:41 2013, 35, 36, 479, 460, 469, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:42 2013, 35, 36, 479, 459, 469, 50, 1, 6, 0, 0, 52
Mon Sep 30 00:00:43 2013, 35, 40, 482, 459, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 39, 38, 482, 465, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 39, 39, 483, 464, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 36, 34, 483, 456, 466, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:03 2013, 35, 34, 476, 454, 468, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:04 2013, 36, 39, 482, 463, 464, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:05 2013, 38, 34, 482, 460, 476, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:06 2013, 38, 37, 486, 459, 470, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:07 2013, 32, 36, 476, 456, 468, 50, 10, 2, 0, 0, 52
Mon Sep 30 00:00:08 2013, 34, 36, 478, 458, 471, 50, 1, 7, 0, 0, 52
Mon Sep 30 00:00:09 2013, 35, 36, 479, 459, 469, 50, 7, 8, 0, 0, 52
Mon Sep 30 00:00:10 2013, 36, 36, 483, 461, 466, 50, 3, 3, 0, 0, 52
Mon Sep 30 00:00:11 2013, 38, 37, 484, 462, 468, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:12 2013, 37, 36, 484, 463, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 33, 35, 482, 462, 471, 50, 1, 10, 0, 0, 52
Mon Sep 30 00:00:14 2013, 34, 34, 478, 456, 467, 50, 6, 5, 0, 0, 52
Mon Sep 30 00:00:15 2013, 37, 36, 481, 460, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 37, 38, 480, 463, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 38, 38, 483, 464, 471, 50, 4, 2, 0, 0, 52
Mon Sep 30 00:00:18 2013, 35, 36, 479, 451, 466, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:19 2013, 34, 35, 482, 461, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 35, 35, 478, 458, 470, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:21 2013, 36, 38, 482, 459, 471, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:22 2013, 35, 39, 484, 463, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:23 2013, 38, 38, 481, 462, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 34, 38, 477, 459, 468, 50, 1, 7, 0, 0, 52
Mon Sep 30 00:00:25 2013, 36, 35, 481, 459, 471, 50, 10, 10, 0, 0, 52
Mon Sep 30 00:00:26 2013, 33, 40, 482, 461, 465, 50, 1, 4, 0, 0, 52
Mon Sep 30 00:00:27 2013, 37, 39, 481, 467, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 38, 39, 481, 466, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 36, 37, 487, 461, 474, 50, 1, 10, 0, 0, 54
Mon Sep 30 00:00:30 2013, 34, 36, 479, 460, 467, 50, 7, 2, 0, 0, 52
Mon Sep 30 00:00:31 2013, 35, 36, 480, 458, 469, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:32 2013, 36, 38, 481, 463, 477, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:33 2013, 34, 38, 485, 465, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 36, 37, 485, 463, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 36, 35, 479, 460, 470, 50, 1, 5, 0, 0, 52
Mon Sep 30 00:00:36 2013, 33, 34, 481, 458, 470, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:37 2013, 37, 40, 481, 456, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 38, 38, 484, 461, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 36, 38, 482, 465, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 37, 34, 479, 454, 473, 50, 5, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 34, 33, 478, 459, 469, 50, 1, 10, 0, 0, 52
Mon Sep 30 00:00:42 2013, 33, 34, 481, 458, 469, 50, 3, 3, 0, 0, 52
Mon Sep 30 00:00:43 2013, 36, 39, 480, 463, 470, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:00 2013, 38, 36, 482, 466, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 36, 37, 486, 464, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 33, 37, 481, 463, 467, 50, 1, 10, 0, 0, 52
Mon Sep 30 00:00:03 2013, 37, 35, 482, 459, 466, 50, 8, 2, 0, 0, 52
Mon Sep 30 00:00:04 2013, 36, 38, 480, 460, 463, 50, 2, 2, 0, 0, 50
Mon Sep 30 00:00:05 2013, 39, 37, 484, 462, 471, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:06 2013, 39, 39, 484, 462, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 37, 32, 477, 462, 467, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:08 2013, 34, 34, 478, 458, 467, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:09 2013, 36, 34, 481, 458, 469, 50, 8, 2, 0, 0, 52
Mon Sep 30 00:00:10 2013, 36, 40, 482, 457, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:11 2013, 37, 37, 481, 461, 470, 50, 3, 3, 0, 0, 52
Mon Sep 30 00:00:12 2013, 41, 37, 484, 461, 474, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:13 2013, 32, 35, 481, 459, 472, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:14 2013, 37, 34, 476, 459, 468, 50, 11, 2, 0, 0, 52
Mon Sep 30 00:00:15 2013, 35, 38, 479, 460, 469, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:16 2013, 38, 37, 485, 458, 470, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:17 2013, 36, 37, 482, 465, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 34, 36, 483, 457, 465, 50, 4, 2, 0, 0, 52
Mon Sep 30 00:00:19 2013, 34, 34, 481, 459, 468, 50, 10, 2, 0, 0, 52
Mon Sep 30 00:00:20 2013, 35, 34, 477, 458, 467, 50, 7, 8, 0, 0, 52
Mon Sep 30 00:00:21 2013, 35, 38, 484, 459, 469, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:22 2013, 38, 37, 481, 460, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:23 2013, 39, 39, 479, 463, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 37, 33, 480, 460, 468, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:25 2013, 36, 33, 482, 458, 466, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:26 2013, 32, 38, 483, 465, 467, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:27 2013, 36, 39, 480, 462, 470, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:28 2013, 38, 37, 482, 461, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 33, 35, 478, 455, 471, 50, 6, 2, 0, 0, 52
Mon Sep 30 00:00:30 2013, 36, 34, 481, 459, 469, 50, 8, 2, 0, 0, 52
Mon Sep 30 00:00:31 2013, 34, 35, 482, 457, 468, 50, 11, 7, 0, 0, 52
Mon Sep 30 00:00:32 2013, 37, 36, 480, 457, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 35, 38, 482, 463, 471, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:34 2013, 38, 38, 484, 461, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 36, 35, 481, 458, 471, 50, 10, 11, 0, 0, 52
Mon Sep 30 00:00:36 2013, 33, 36, 480, 457, 469, 50, 2, 6, 0, 0, 52
Mon Sep 30 00:00:37 2013, 35, 38, 480, 460, 461, 50, 2, 5, 0, 0, 50
Mon Sep 30 00:00:38 2013, 38, 38, 485, 458, 469, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:39 2013, 38, 38, 480, 465, 471, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:40 2013, 34, 35, 479, 461, 467, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:41 2013, 37, 33, 478, 460, 468, 50, 6, 2, 0, 0, 52
Mon Sep 30 00:00:42 2013, 35, 36, 479, 457, 466, 50, 1, 3, 0, 0, 52
Mon Sep 30 00:00:43 2013, 36, 38, 482, 460, 473, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:00 2013, 38, 35, 485, 464, 472, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 37, 37, 483, 462, 466, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:02 2013, 36, 37, 483, 453, 469, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:03 2013, 34, 35, 483, 450, 471, 50, 1, 4, 0, 0, 52
Mon Sep 30 00:00:04 2013, 32, 39, 482, 463, 468, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:05 2013, 37, 36, 486, 463, 468, 50, 3, 2, 0, 0, 52
Mon Sep 30 00:00:06 2013, 37, 39, 482, 461, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 33, 32, 473, 458, 464, 50, 2, 5, 0, 0, 52
Mon Sep 30 00:00:08 2013, 33, 36, 470, 455, 467, 50, 9, 2, 0, 0, 52
Mon Sep 30 00:00:09 2013, 32, 35, 474, 463, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:10 2013, 33, 35, 480, 460, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:11 2013, 38, 37, 483, 464, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 38, 38, 482, 466, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 33, 34, 484, 458, 464, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:14 2013, 33, 37, 490, 465, 471, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:15 2013, 33, 38, 480, 459, 467, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:16 2013, 36, 36, 483, 459, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 37, 39, 478, 466, 471, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:18 2013, 33, 32, 480, 453, 464, 50, 8, 8, 0, 0, 52
Mon Sep 30 00:00:19 2013, 32, 34, 482, 459, 469, 50, 4, 2, 0, 0, 52
Mon Sep 30 00:00:20 2013, 38, 32, 478, 459, 465, 50, 9, 9, 0, 0, 52
Mon Sep 30 00:00:21 2013, 32, 38, 479, 456, 473, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:22 2013, 38, 38, 479, 458, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 36, 38, 483, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 35, 34, 479, 459, 476, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 32, 36, 485, 457, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 34, 39, 480, 456, 469, 50, 3, 2, 0, 0, 52
Mon Sep 30 00:00:27 2013, 38, 35, 484, 460, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 37, 38, 483, 464, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 34, 33, 486, 455, 477, 50, 3, 4, 0, 0, 54
Mon Sep 30 00:00:30 2013, 35, 38, 476, 456, 472, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:31 2013, 33, 36, 479, 460, 468, 50, 10, 3, 0, 0, 52
Mon Sep 30 00:00:32 2013, 36, 39, 482, 460, 472, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 37, 482, 467, 470, 50, 1, 3, 0, 0, 52
Mon Sep 30 00:00:34 2013, 37, 39, 482, 463, 476, 50, 2, 4, 0, 0, 54
Mon Sep 30 00:00:35 2013, 36, 36, 482, 456, 469, 50, 3, 4, 0, 0, 52
Mon Sep 30 00:00:36 2013, 33, 35, 480, 462, 466, 50, 1, 4, 0, 0, 52
Mon Sep 30 00:00:37 2013, 32, 36, 480, 461, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 39, 36, 485, 466, 470, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:39 2013, 37, 36, 485, 464, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 34, 34, 481, 453, 469, 50, 2, 3, 0, 0, 52
Mon Sep 30 00:00:41 2013, 36, 34, 478, 460, 470, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:42 2013, 32, 36, 480, 458, 468, 50, 4, 4, 0, 0, 52
Mon Sep 30 00:00:43 2013, 35, 36, 478, 463, 466, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:00 2013, 36, 37, 484, 462, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 37, 36, 484, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 38, 34, 477, 461, 467, 50, 3, 2, 0, 0, 52
Mon Sep 30 00:00:03 2013, 35, 35, 484, 458, 467, 50, 10, 2, 0, 0, 52
Mon Sep 30 00:00:04 2013, 32, 37, 482, 459, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 36, 39, 483, 461, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 37, 39, 480, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 36, 36, 479, 458, 468, 50, 4, 2, 0, 0, 52
Mon Sep 30 00:00:08 2013, 39, 37, 483, 456, 466, 50, 9, 2, 0, 0, 52
Mon Sep 30 00:00:09 2013, 36, 36, 483, 455, 472, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:10 2013, 35, 39, 482, 456, 468, 50, 3, 2, 0, 0, 52
